OBJECTID,Facility Status,Facility Name,CAD Name,AKA,Facility Type,Unit (Firescope three letter identifier),CALFIRE Unit,County,Owner,Funding,Staffing,Address,City,ZIP,Phone (xxx-xxx-xxxx),Latitude,Longitude,GlobalID,x,y
102,Active,Corona COM,BEU Corona COM,,COM,BEU,BEU,Monterey,FIRE DISTRICT,A,P,175 Corona Rd,Carmel,93923,,36.5031057025632,-121.916139201932,b2d41bc1-17fc-481e-999d-ae11a469ac43,-168107.522600001,-166709.2358
103,Active,Fremont Peak COM,BEU Fremont Peak COM,,COM,BEU,BEU,Monterey,COUNTY,B,P,San Juan Canyon Road,6 miles South of San Juan Bautista,95045,,36.756075295799,-121.502417033494,30b40c81-0d6e-4c8a-a000-d69e9fd6622f,-133944.586100001,-139033.319700001
104,Active,Gabilan CC,BEU Gabilan CC,#38,CC,BEU,BEU,Monterey,STATE,B,P,31801 Mccoy Road,Soledad,93960,831-678-0609,36.4636280909069,-121.383188814552,6f922063-b944-4f39-bfb9-cb95d7eb51da,-123788.867199998,-171694.1634
105,Active,Gonzales FS,BEU Gonzales FS,#33,FSB,BEU,BEU,Monterey,STATE,B,P,31801 Mccoy Road,Soledad,93960,831-678-3341,36.4614375980598,-121.38120299825,e546a9b5-cb43-478c-9922-d519fbf8f7fc,-123614.703299999,-171940.1653
106,Active,Hernandez Mountain COM,BEU Hernandez Mountain COM,,COM,BEU,BEU,San Benito,STATE,B,P,4.5 Mi E Of Beaver Dam Fs,,,,36.3825156222311,-120.855895663767,c38df474-0280-42e9-ae8e-d2e5e487e274,-76681.238499999,-181265.190199999
107,Active,Hollister AAB,BEU Hollister AAB,#80,AAB,BEU,BEU,San Benito,STATE,B,P,2300 San Felipe Rd,Hollister,95024-0741,831-637-5456,36.8870434752505,-121.400911874857,70f28c10-5a85-4f2e-8037-457161435802,-124679.565000001,-124616.6204
108,Active,Hollister FS,BEU Hollister FS,#50,FSB,BEU,BEU,San Benito,STATE,B,P,1979 Fairview Road,Hollister,95023-9724,831-637-4474,36.8431258042294,-121.362662546558,4de1f2a2-f3b6-4dcf-8bfe-5062c0f6922f,-121345.782099999,-129547.163799999
109,Active,Hollister HB,BEU Hollister HB,,HB,BEU,BEU,San Benito,STATE,B,P,2300 San Felipe Road,Hollister,95024-0741,831-637-5456,36.887,-121.401764426939,63a30365-790d-431c-b60d-47ecb68a1d94,-124759.053300001,-124860.1162
110,Active,Huckleberry COM,BEU Huckleberry Com,,COM,BEU,BEU,Monterey,FIRE DISTRICT,A,P,4041 Sun Set Ln,Pebble Beach,93953,,36.5860099256798,-121.922289985702,01b3da91-c5c7-4f31-b022-bcf2374b5904,-171756.048900001,-157254.8375
111,Active,King City FS,BEU King City FS,#30,FSB,BEU,BEU,Monterey,STATE,B,P,743 Reich Street,King City,93930-3434,831-385-6437,36.2057758456928,-121.130714473971,9a2ffb0c-b71d-4c47-9d93-0d8c47314a8f,-101536.319800001,-200646.026000001
112,Active,Little River Hill COM,BEU Little River Hill COM,,COM,BEU,BEU,Monterey,STATE,B,P,13.5 Mi S Carmel Highlands Fs,,,,36.3163676603087,-121.871612365075,88d3bbba-2b94-4557-a368-6ce33e50708c,-167820.135399999,-187305.6691
113,Active,Lockwood FS,BEU Lockwood FS,#42,FSB,BEU,BEU,Monterey,STATE,B,P,67820 Jolon Road,Lockwood,93932-0182,831-385-4443,35.9372732480159,-121.107050460305,13e81a4c-f137-4f92-8a34-f912ca049653,-99759.7562000006,-230503.0275
114,Active,Lockwood FS,BEU Lockwood FS,#43,FSA,SMY,BEU,Monterey,,L,C,68875 Jolon Road,Lockwood,93932,831-385-9314,,,b42b574f-701a-49e4-afcb-6a5ad254d9e8,-93652.1948999986,-231887.6827
115,Active,Mt Toro COM,CZU Mt Toro COM,Tone 9,COM,CZU,BEU,Monterey,STATE,B,P,Po Drawer F-2,Felton,95018,,36.5312744674084,-121.615674439421,45cc1cf3-8b49-44d9-860f-37c37d6c6e13,-144466.6042,-163848.3002
116,Active,Nacimiento Fire Center,CNA,Camp Roberts Fire Center,CNA,CNA,BEU,Monterey,STATE,B,P,2001 Avenue 11 Camp Roberts,San Miguel,93451,,,,d8bbfc7f-8b8f-4600-ba04-783131636cdf,-66746.9730999991,-246844.736
117,Active,Palo Escrito Peak COM,BEU Palo Escrito Peak COM,,COM,BEU,BEU,Monterey,STATE,B,P,9 Mi W Of Soledad,,,,36.4052538906308,-121.492095880714,e0642491-4130-41ac-a1bf-1034a06c0d48,-133636.941099999,-178032.806600001
118,Active,Parkfield FS,BEU Parkfield FS,#41,FSB,BEU,BEU,Monterey,STATE,B,P,70578 Coalinga-Parkfield Road,San Miguel,93451-9605,805-463-2330,35.8989477148117,-120.433361694836,fc357532-5557-4ef7-9887-3750ac2190e0,-39071.0896000005,-235254.2457
119,Active,Pebble Beach FS,BEU Pebble Beach FS,#22,FSA,BEU,BEU,Monterey,FIRE DISTRICT,A,P,3101-B Forest Lake Rd,Pebble Beach,93953,831-375-4204,36.5891744957912,-121.944550190774,31d1aa4a-b1a9-4b8b-b820-334918d71764,-173736.3388,-156862.668
120,Active,Pettits Peak COM,BEU Pettits Peak COM,,COM,BEU,BEU,Monterey,STATE,,,@ 9 Miles Sw Of Greenfield,Greenfield,93927,,36.2646954742057,-121.311217325211,ef0cb788-5e0f-4fa6-8a78-258ee153a338,-117653.8627,-193891.200300001
121,Active,Pine Canyon FS,BEU Pine Canyon FS,#31,FSA,BEU,BEU,Monterey,FIRE DISTRICT,A,V,51251 Pine Canyon Rd,King City,93927,831-385-9314,36.1809409457333,-121.151042401229,f08e75df-a6e4-4279-aaf8-987975a3aa33,-103396.323399998,-203383.4838
122,Active,Pinnacles Fire Station,CNA 46A,,CNA,CNA,BEU,Monterey,FEDERAL,F,P,31951 Mccoy Road,Soledad,93960,831-601-3378,36.4623733783334,-121.382525922711,98a8cde8-3e7d-495f-bfb0-cc6215614ae3,-123731.586399999,-171834.999199999
123,Active,Pt. Sur COM,BEU Pt. Sur COM,,COM,BEU,BEU,Monterey,STATE,B,P,13.5 Mi S Carmel Highlands Fs,,,,36.3052992991846,-121.899051360545,131d6a4d-8545-4614-a5a5-96c1d535a396,-170304.791099999,-188486.477399999
124,Active,Rio Road FS,BEU Rio Road FS,#25,FSA,BEU,BEU,Monterey,FIRE DISTRICT,A,P,3775 Rio Road,Carmel,93923-8604,831-624-4511,36.5396128130254,-121.907291197185,92b6bb09-f42c-4c20-89d7-ceb0f0c40534,-170518.6581,-162437.3606
125,Active,San Ardo FS,BEU San Ardo FS,#44,FSA,BEU,BEU,Monterey,FIRE DISTRICT,A,V,62180 Railroad Rd,San Ardo,93450,,36.0216915342289,-120.903394097454,bcd11e83-3c7b-4742-bf36-694b5bd6a9a4,-81319.8374999985,-221318.5765
126,Active,San Benito-Monterey ECC,BEU San Benito-Monterey ECC,,ECC,BEU,BEU,Monterey,STATE,B,P,2221 Garden Road,Monterey,93940-5385,831-647-6241,36.5873212588479,-121.859164231056,5cd62aef-1c82-4a9a-af23-4a05d87e2a22,-166112.497300001,-157221.629899999
127,Active,San Benito-Monterey UH,BEU San Benito-Monterey UH,#20,HQ,BEU,BEU,Monterey,STATE,C,P,2221 Garden Road,Monterey,93940-5317,831-333-4600,36.5865870396967,-121.859033326468,35ffc8a6-2f6f-4618-88b3-bdefc05b19d0,-166102.4026,-157303.4439
128,Active,School Peak COM,BEU School Peak,,COM,BEU,BEU,Monterey,STATE,B,P,San Juan Canyon Rd,San Juan Bautista,95045,,36.7601861443724,-121.491033739766,84d97453-6698-4b43-862a-1603754b02c5,-132922.632999999,-138592.493799999
129,Active,Soledad FS,BEU Soledad FS,#37,FSA,BEU,BEU,Monterey,CITY,A,P,525 Monterey St,Soledad,93960,831-678-5100,36.4277374084526,-121.327596074693,573b4ea3-b3ce-4a1e-b0c5-d7f24a7dd267,-118870.871300001,-175753.505899999
130,Active,Tularcitos FS,BEU Tularcitos FS,#23,FSB,BEU,BEU,Monterey,STATE,B,P,16650 Cachagua Rd,Carmel Valley,93923,831-659-2626,36.4463046148759,-121.68589625288,f2840dce-7f36-4bc9-9434-3b342a08d2e5,-150911.635600001,-173180.5869
131,Active,Bald Mountain LO,BTU Bald Mountain LO,,LO,BTU,BTU,Butte,STATE,B,P,6 Mi NE Of Stirling City,Stirling City,95978,,39.9525586667287,-121.482457429371,096d2b6d-992b-4d97-b06d-0b1bc468d0b5,-126609.044300001,216178.1482
132,Active,Bangor FS,BTC Bangor FS,Station 55,FSB,BTU,BTU,Butte,COUNTY,B,C,7540 Oro Bangor Hwy,Bangor,95914,530-679-2411,39.3903919202508,-121.408725134097,7317d1e6-de8e-4d56-b1cc-d1c9fd5f9813,-121237.503600001,153613.3126
133,Active,Biggs FS,BTC Biggs FS,Station 73,FSA,BTC,BTU,Butte,COUNTY,A,P,434 B St,Biggs,95917,530-868-5834,39.4138416149857,-121.709057179289,4a574cbb-1481-41de-b4a3-ea84979b84a7,-147038.9077,156657.3084
134,Active,Bloomer Hill COM/LO,BTU Bloomer Hill COM/LO,,COM/LO,BTU,BTU,Butte,STATE,B,P,2 Mi SW Of Berry Creek,Berry Creek,95916,,39.651730161494,-121.463186291738,65f99e4f-54d9-4f38-888a-8f4435fa4b69,-125479.102000002,182734.108999999
135,Active,BTU Prevention Bureau,,,OC,BTU,BTU,Butte,STATE,B,P,220 Grand Ave,Oroville,95965,530-538-7888,39.5203055588135,-121.570163572118,ab25757d-2df7-4172-885e-81ff8ab93b4c,-134894.3202,168278.9915
136,Active,BTU Resource & Vegetation Management Office(ReVMO),,REVMO,OC,BTU,BTU,Butte,STATE,B,P,2535 Zanella Wy,Chico,95928,,39.7130592453152,-121.791540520347,b9e2ff92-fa67-4e2d-9fbe-8b5ca88af605,-153506.3794,190029.896199999
137,Active,Butte ECC,BTU Butte ECC,,ECC,BTU,BTU,Butte,STATE,B,P,176 Nelson Ave,Oroville,95965,530-538-6460,39.5249247536309,-121.568422562024,9abf8edd-498b-4bca-8106-280eac80d092,-134736.260399999,168790.2995
138,Active,Butte Meadows FS,BTU Butte Meadows FS,Station 11,FSB,BTU,BTU,Butte,STATE,B,P,7288 Humboldt Rd,Butte Meadows,95942,530-873-3459,40.0786580473704,-121.561071366439,f2b166ab-7cbc-4b32-9c61-0c0dee3f09f5,-133091.887399999,230291.8792
139,Active,Butte UH,BTU Butte UH,,HQ,BTU,BTU,Butte,STATE,B,P,176 Nelson Ave,Oroville,95965,530-538-7111,39.524505328174,-121.568599472533,9da89f97-3d87-4464-be80-cffbffdce0b1,-134752.2278,168743.951099999
140,Active,Chico AAB,BTU Chico AAB,,AAB,BTU,BTU,Butte,STATE,B,P,1335 Fortress Street,Chico,95926,530-895-6505,39.8027613636414,-121.857873861277,947c06e2-a726-45d5-abc1-e00de41e8bba,-158994.114399999,200104.2519
141,Active,Chico FLS,SFM,,SFM,CDF,BTU,Butte,STATE,B,P,3201 Esplanade # 120,Chico,95973,916-212-1066,39.7703411133026,-121.875346676388,4a95fc40-e3e1-4425-8b36-5fdfef4f8b9e,-160560.4835,196531.852
142,Active,Cohasset FS,BTU Cohasset FS,Station 22,FSB,BTU,BTU,Butte,STATE,B,P,9868 Cohasset Rd,Cohasset,95973,530-895-6504,39.923718823397,-121.732092553192,ab9645c8-2643-4662-94e5-17e097cfbcf2,-147985.6098,213336.2467
143,Active,Durham FS,BTC Durham FS,Station 45,FSA,BTC,BTU,Butte,COUNTY,A,C,2367 Campbell St,Durham,95938,530-891-2788,39.6436595576933,-121.800258198411,e6ce8b37-d0df-4ad3-89dd-8c189a2d496e,-154399.6598,182335.0277
144,Active,Feather Falls FS,BTU Feather Falls FS,Station 51,FSB,BTU,BTU,Butte,STATE,B,P,2845 Lumpkin Rd,Feather Falls,95940,530-589-3211,39.5934645837718,-121.249871353015,67a20ed1-9a61-4d8f-aca7-b9f96e2c010e,-107272.092700001,175998.85
145,Active,Forest Ranch FS,BTU Forest Ranch FS,Station 23,FSB,BTU,BTU,Butte,STATE,B,P,5362 Platte Mountain Rd,Forest Ranch,95942,530-895-6503,39.9275723487381,-121.647040900694,e7109e4c-0ef4-4d2a-aae8-8f142ac7cf8f,-140712.2698,213634.783500001
146,Active,Gridley FS,BTC Gridley FS,Station 74,FSA,BTC,BTU,Butte,COUNTY,A,C,47 East Gridley Rd,Gridley,95948,530-846-5711,39.3634887183542,-121.685828769315,313c77a2-2297-4eaa-a14d-329304f44f74,-145140.1373,151026.8566
147,Active,Harts Mill FS,BTU Harts Mill FS,Station 62,FSB,BTU,BTU,Butte,STATE,B,P,2 Berry Creek Rd,Berry Creek,95916,530-589-2555,39.6421938051711,-121.430392933767,15708017-eabd-4fa8-a5ca-1a8f236bd7c3,-122683.0042,181631.7129
148,Active,Jarbo Gap FS,BTU Jarbo Gap FS,Station 36,FSB,BTU,BTU,Butte,STATE,B,P,11972 Hwy 70,Oroville,95965,530-538-7199,39.7391505193555,-121.495734341221,3d4b1dcb-301b-4215-8fbb-73254c245329,-128116.903499998,192489.611300001
149,Active,Kelly Ridge FS,BTC Kelly Ridge FS,Station 64,FSA,BTC,BTU,Butte,COUNTY,A,C,22 Walnut Ave,Oroville,95966,530-538-7228,39.5135722248778,-121.486391754565,de76dc9e-7736-4f80-97ab-514a7b0b7a54,-127711.806000002,167431.657
150,Active,Magalia Fire Center,BTU Magalia Training Center,Station 17- Magalia,FCCCC,BTU,BTU,Butte,STATE,B,P,6640 Steiffer Road,Magalia,95954,530-872-6330,39.8536770085761,-121.585811256983,fb783133-4f9f-4bd7-b4ab-d2b14cd19096,-135602.0152,205322.398700001
151,Active,Nord FS,BTC Nord FS,Station 41,FSA,BTC,BTU,Butte,COUNTY,A,P,13871 Highway 99,Chico,95973,530-891-2791,39.8043716243097,-121.908509256533,8940f659-ded2-48cb-a93e-9b2152607fc8,-163329.947699999,200367.771600001
152,Active,Openshaw Training Center,BTU Openshaw Training Center OTC,OTC,TC,BTU,BTU,Butte,COUNTY,A,,1222 Openshaw Rd,Oroville,95965,,39.5918827176099,-121.63689156799,b058c8ba-d0be-4399-a579-22fc26b93dc9,-140502.8377,176346.257200001
153,Active,Oroville Fire Department Station 91,ORO Station 91,Station 91,FSA,ORO,BTU,Butte,CITY,A,P,2055 Lincoln St,Oroville,95966,530-538-2487,39.5076169630802,-121.553568744943,f56f4dc0-353b-47ed-aedb-30782eea76b9,-133491.861400001,166845.7401
154,Active,Oroville FS,BTU Oroville FS,Station 63,FSAB,BTC,BTU,Butte,STATE,C,P,176 Nelson Ave,Oroville,95965,530-538-7987,39.5245677894721,-121.568878698843,dc5815ea-6e3e-4ee6-b153-50f44d55a37c,-134738.864,168752.647399999
155,Active,Palermo FS,BTC Palermo FS,Station 72,FSA,BTC,BTU,Butte,COUNTY,A,P,2290 Palermo Rd,Palermo,95968,530-538-7565,39.4355988637441,-121.545578487863,0c6f3959-7e8e-405a-ac54-c802ab300c97,-132935.409299999,158822.3408
156,Active,Paradise Fire Department Station 81,Paradise Station 81,Station 81,FSA,PRA,BTU,Butte,CITY,A,C,767 Birch St,Paradise,95969,530-872-6264,39.7537967551039,-121.624586310431,8307a092-d193-4ba0-baa3-b7423223a363,-139126.0189,194298.285700001
157,Active,Paradise Fire Department Station 82,Paradise Station 82,Station 82,FSA,PRA,BTU,Butte,CITY,A,P,5545 S Libby Rd,Paradise,95969,530-872-6262,39.7488129630467,-121.593921950005,498c4ece-fa87-490a-9dc8-20e7d1a08d3a,-136509.548699999,193700.066500001
158,Active,Paradise FS,BTU Paradise FS,Station 35,FSB,BTU,BTU,Butte,STATE,B,P,1464 Forest Service Rd,Paradise,95969,530-872-6318,39.785432583529,-121.590460851091,56e851f8-eb22-47df-b3da-001a53c51c0a,-136135.3883,197782.6711
159,Active,Platt Mountain LO,BTU Platt Mountain LO,,LO,BTU,BTU,Butte,STATE,B,P,21 Mi Ne Chico,Forest Ranch,95942,,39.9359130027115,-121.647660282282,514f87e5-133b-442b-9d4a-91e9378be7c7,-140735.8939,214555.9747
160,Active,Richvale FS,BTC Richvale FS,Station 71,FSA,BTC,BTU,Butte,COUNTY,A,C,1236 School St,Richvale,95974,530-882-4304,39.4951627994805,-121.747181250333,8c61e78e-f04e-449f-b3f5-e7b9cb6358b8,-150152.0732,165744.2388
161,Active,Robinson Mill FS,BTU Robinson Mill FS,Station 54,FSB,BTU,BTU,Butte,STATE,B,P,10 Robinson Mill Rd,Oroville,95966,530-589-3103,39.494803120333,-121.320357957045,cf9ec1d7-d245-4d45-bb8c-99af36dd9643,-113490.391100001,165114.7073
162,Active,Sawmill Peak LO,BTU Sawmill Peak LO,,LO,BTU,BTU,Butte,STATE,B,P,8 Mi Ne Paradise,Concow,95965,,39.8119665494312,-121.558785507169,ded54e97-5768-4141-a76e-92a2dd89f2ac,-133376.713099999,200659.999199999
163,Active,South Chico FS,BTC South Chico FS,Station 44,FSA,BTC,BTU,Butte,COUNTY,A,P,2344 Fair St,Chico,95928,530-891-2787,39.7170114106516,-121.816191785564,93bf1c1e-a3db-4c4c-9d67-5099a9a204b0,-155611.7828,190497.9038
164,Active,Stirling City FS,BTU Stirling City FS,Station 13,FSB,BTU,BTU,Butte,STATE,B,P,7882 Quartz St,Stirling City,95978,530-873-2758,39.9043858542747,-121.528133742148,47aa8c0b-a48e-4d26-a16a-49aeb5c9cbb7,-130592.302900001,210863.377900001
165,Active,Sunset Hill LO,BTU Sunset Hill LO,,COM/LO,BTU,BTU,Butte,STATE,B,P,3 Mi W Of Forbestown,Forbestown,95941,,39.5238016303988,-121.300285893357,34ff940f-aa9c-4a96-9a46-17bd3f2f10ac,-111704.9355,168317.021500001
166,Active,Table Mountain Fire Center,,,FCFFC,BTU,BTU,Butte,STATE,B,P,4551 Oro Dam Blvd East,Oroville,95966,,39.5189110026566,-121.510387862012,a6a5ba0a-8450-4454-9b0a-175027890104,-129761.7982,168040.617799999
167,Active,Upper Ridge FS,BTC Upper Ridge FS,Station 33,FSA,BTC,BTU,Butte,COUNTY,A,P,14164 Skyway,Magalia,95954,530-872-6323,39.8195117581892,-121.592150967023,7040e904-120c-4f63-a6cd-2b57fd97c57c,-136224.844900001,201551.219000001
168,Active,Allen Peak COM/LO,CZU Allen Peak COM/LO,Tone 12,COM/LO,CZU,CZU,San Mateo,STATE,B,P,P.O. Drawer F-2,Felton,95018,,37.3872060117995,-122.294978936142,ede81752-d93c-4a48-b373-1e4c7a6a78fc,-202893.061699999,-67485.2795000002
169,Active,Belmont FS,CZU Belmont FS,Station 17,FSAB,CZU,CZU,San Mateo,COUNTY,C,P,320 Paul Scannell Dr,San Mateo,94402,650-573-3842,37.5121081694729,-122.338862636619,d927517d-317f-4e7c-80ee-06651a8f90c1,-206429.4581,-53510.0938000008
170,Active,Ben Lomond CC,CZU Ben Lomond CC,Station 80,CC,CZU,CZU,Santa Cruz,STATE,B,P,13575 Empire Grade,Santa Cruz,95060,831-426-1610,37.129405110488,-122.168516521445,eed6e0f6-06eb-4038-aeb6-f9d836f7408c,-192367.4626,-96278.4305000007
171,Active,Ben Lomond Maintenance Shop,,,EQF,CZU,CZU,Santa Cruz,STATE,B,P,13575 Empire Grade,Santa Cruz,95060,831-291-4730,37.1315080926805,-122.169766604204,f3a80e37-eada-483d-9122-fbe14bdb370f,-192475.7425,-96162.5090999994
172,Active,Ben Lomond Training Center,BEN LOMOND TRAINING CTR,,TC,CZU,CZU,Santa Cruz,STATE,B,,13575 Empire Grade Rd,Santa Cruz,95060,,37.1313818398228,-122.171634463985,4a11a3a6-e215-4b2b-8ed4-30548072f6d5,-192641.7301,-96172.7456999999
173,Active,Big Creek FS,CZU Big Creek FS,Station 33,FSB,CZU,CZU,Santa Cruz,STATE,B,P,240 Swanton Road,Davenport,95017,831-426-1664,37.0574189736253,-122.224823685313,d8864e30-52ff-4a06-84df-0a810e349d92,-197552.1187,-104281.996200001
174,Active,Burrell FS,CZU Burrell FS,Station 47,FSB,CZU,CZU,Santa Cruz,STATE,B,P,25050 Highland Way,Los Gatos,95030,408-353-1022,37.1083081403201,-121.906171152854,ea1a6fda-3be8-46cb-8e12-c8a148739c80,-169147.7719,-99242.9227000009
175,Active,Chalk Mountain COM,CZU Chalk Mountain COM,Tone 13,COM,CZU,CZU,Santa Cruz,STATE,B,P,P.O. Drawer F-2,Felton,95018,,37.1605915015847,-122.290136979782,b0237bda-f1bc-467f-b18b-59f05b055f36,-204269.3868,-92699.3688999992
176,Active,Cordilleras FS,CFS Cordilleras,Station 18,FSA,CZU,CZU,San Mateo,COUNTY,A,P,300 Edmonds Rd.,Redwood City,94062,650-366-7416,37.4730872030164,-122.286049148832,6b17eb05-d164-4cb8-9927-f89de3adfc7c,-201873.5779,-57960.2705000006
177,Active,Corralitos FS,CZU Corralitos FS,Station 49,FSB,CZU,CZU,Santa Cruz,STATE,B,P,120 Eureka Canyon Rd,Watsonville,95076,831-724-2446,36.9912545421378,-121.805290425866,9f554f8c-10dd-4c4c-b989-1ca4fadec708,-160444.713300001,-112426.916099999
178,Active,El Granada FS,CFR El Granada FS,Station 41,FSA,CZU,CZU,San Mateo,FIRE DISTRICT,A,P,555 Obispo Rd.,El Granda,94018,650-726-8291,37.5023920268789,-122.468162903241,8fe3451c-aa3a-422b-873e-94c9633de8ee,-217871.488600001,-54463.4344999995
179,Active,Fall Creek FS,CZU Fall Creek FS,Station 31,FSB,CZU,CZU,Santa Cruz,COUNTY,B,P,7272 Empire Grade Road,Bonny Doon,95060,831-426-3131,37.0572253506799,-122.122137725609,c3d00d69-a304-4c53-86fc-2765e9d9ca1b,-188436.1587,-104512.542400001
180,Active,Felton FS,CZU Felton FS,Station 39,FSB,CZU,CZU,Santa Cruz,STATE,B,P,6059 Highway 9,Felton,95018,8313356731,37.0485698047662,-122.074433809949,1efbba67-f0b3-4252-b9f5-94a2e97617df,-184221.9881,-105568.716700001
181,Decommissioned,Felton Maintenance Shop,No CAD name Entered,,EQF,CZU,CZU,Santa Cruz,STATE,B,,6059 Highway 9,Felton,95018,,37.0488459594966,-122.075034624769,9557d9f2-f18b-4886-b249-24c107d2f4aa,-184274.664000001,-105536.860400001
182,Active,Glenwood Fire Center,,,FCFFC,,CZU,San Mateo,COUNTY,,,400 Log Cabin Ranch Road,La Honda,94020,,,,275d6522-1561-4196-b684-8c3ef1c99cda,-200266.5098,-77021.1600000001
183,Active,Half Moon Bay FS,CFR Half Moon Bay FS,Station 40,FSA,CZU,CZU,San Mateo,FIRE DISTRICT,A,P,1191 Main St.,Half Moon Bay,94019,650-726-8290,37.4509373853717,-122.428876502352,63512b8a-fe77-4384-a840-01bf69ded207,-214546.6633,-60108.1077999994
184,Active,Jamison Creek FS,CZU Jamison Creek FS,Station 23,FSB,CZU,CZU,Santa Cruz,FIRE DISTRICT,B,P,16115 Jamison Creek Rd,Boulder Creek,95008,831-338-4422,37.1459882808955,-122.158394780841,ea8b3de0-3a48-4bf8-ae55-998f0889e3e3,-191430.486400001,-94575.8222000003
185,Active,Monterey Bay Fire Center,,,FCCCC,,CZU,Santa Cruz,CITY,,,30 Aviation Way ,Watsonville,95076,,,,a5287783-fd37-4cb1-9869-cc69ec5b3115,-158735.104,-118815.069499999
186,Active,Mount Bielawski COM/LO,CZU Mount Bielawski COM/LO,Tone 8,COM/LO,CZU,CZU,Santa Cruz,STATE,B,P,15715 Skyline Blvd,Los Gatos,95033,,37.2226337075971,-122.094050170505,c49c47ab-c07e-49bd-8773-5e788dc245ba,-185536.4356,-86186.0702
187,Active,North Peak COM,CZU NORTH PEAK COM,Tone 15,COM,CZU,CZU,San Mateo,DISTRICT OTHER,B,,6059 Highway 9,Felton,95018,,37.5614,-122.4781,774c9673-927d-4dbe-907c-64ae76e7f0d6,-218572.7883,-47720.8000000007
188,Active,Pajaro Dunes FS,PAD Pajaro Dunes FS,Station 42,FSA,CZU,CZU,Santa Cruz,FIRE DISTRICT,A,P,2661 Beach Rd.,Watsonville,95076,831-722-7179,36.8661393627797,-121.817587237715,ea6ed148-6f41-4fd1-8e07-e59a72c14c0a,-161803.250299999,-126268.2774
189,Active,Pajaro Valley FS,PAJ Pajaro Valley FS,Station 45,FSA,CZU,CZU,Santa Cruz,FIRE DISTRICT,A,P,762 Casserly Rd.,Watsonville,95076,831-722-6188,36.9742470651374,-121.74194097948,53041028-49e1-476f-88e8-a80cccacd453,-154849.8846,-114422.3619
190,Active,Pescadero FS,CZU Pescadero FS,Station 59,FSAB,CZU,CZU,San Mateo,COUNTY,C,P,"1200 Pescadero Rd, P.O. Box 27",Pescadero,94060,650-879-0121,37.2496110190864,-122.396912232742,8766bb14-3fdc-4833-a273-370807b54a61,-212289.5353,-82552.6900999993
191,Active,Pise Mtn COM,CZU PISE COM,Tone 14,COM,CZU,CZU,San Mateo,STATE,B,P,Po Drawer F-2,Felton,95018,,37.4558306891872,-122.341345286014,2e6b0a81-109a-4b0b-9a10-66ce73b25d99,-206804.177999999,-59758.7962999996
192,Active,Point Montara FS,CFR Point Montara,Station 44,FSA,CZU,CZU,San Mateo,FIRE DISTRICT,A,P,501 Stetson St.,Moss Beach,94038,650-728-3022,37.5322819342744,-122.516007658675,77a6e583-d9da-4f28-8ec3-f79dfde021e3,-222001.4246,-50867.9644000009
193,Active,San Mateo-Santa Cruz ECC,CZU San Mateo-Santa Cruz ECC,,ECC,CZU,CZU,Santa Cruz,STATE,B,P,6059 Highway 9,Felton,95018,8313356719,37.0487797605012,-122.074063534176,59a2b256-404f-4e43-b986-d2855f05a353,-184188.457900001,-105539.611199999
194,Active,San Mateo-Santa Cruz UH,CZU San Mateo-Santa Cruz UH,,HQ,CZU,CZU,Santa Cruz,STATE,C,P,6059 Highway 9,Felton,95018,8313355353,37.0489341920998,-122.07348553268,d4baae9b-1969-41d3-a25d-b803122819bc,-184136.890699999,-105529.5196
195,Active,Sky Londa FS,CZU Sky Londa FS,Station 58,FSAB,CZU,CZU,San Mateo,COUNTY,C,P,17290 Skyline Blvd,Woodside,94062,650-851-1860,37.3875151465896,-122.266449463023,3220dc66-2b39-45d5-af8a-a1cdaf8c4dcd,-200370.493899999,-67511.5995000005
196,Temporarily Decommissioned,Soquel Demonstration State Forest,No CAD name Entered,,VC,CZU,CZU,Santa Cruz,STATE,B,P,4750 Soquel-San Jose Rd,Soquel,95073,8314758643,37.0464568667157,-121.93724694701,817f8cdd-222d-419a-a6bf-238b2b0e7682,-172045.4629,-106061.287
197,Temporarily Decommissioned,Soquel FS,CZU Soquel FS,Station 43,FSB,CZU,CZU,Santa Cruz,STATE,B,P,4750 Old San Jose Road,Soquel,95073,831-475-3234,37.0467852044455,-121.937781141286,126f899d-646e-4a25-8e11-be5718af3bf9,-172051.330700001,-106031.397299999
198,Active,Bear Mountain COM/LO,FKU Bear Mountain COM/LO,,COM/LO,FKU,FKU,Fresno,FEDERAL,B,P,30769 Bear Mtn,Squaw Valley,93646,,36.7458856321786,-119.282120030754,289afd2f-77f0-4a8f-aae4-b5d354dc984a,64012.7287999988,-140984.823899999
